"id","title","corrected_url","source"
"sweet-tea-oven-fried-chicken-sliders-w-jalapeno-cheddar-corn-slaw-crispy-onions-","Sweet Tea Oven-Fried Chicken Sliders w/ Jalapeno Cheddar Corn Slaw + Crispy Onions.",NA,"Unknown"
"sweet-thai-chile-chicken-swiss-chard-wraps-with-peanut-ginger-sauce-","Sweet Thai Chile Chicken Swiss Chard Wraps with Peanut Ginger Sauce.","https://www.halfbakedharvest.com/sweet-thai-chile-chicken-swiss-chard-wraps-with-peanut-ginger-sauce/","HBH"
"sweet-thai-chili-salmon-quesadillas-with-spicy-mango-","Sweet Thai Chili Salmon Quesadillas with Spicy Mango.",NA,"Unknown"
"szechuan-noodles-with-broccoli","Szechuan Noodles with Broccoli","https://www.halfbakedharvest.com/szechuan-noodles-with-broccoli/","HBH"
"teriyaki-chicken-sub-sandwiches","Teriyaki Chicken Sub Sandwiches","https://www.halfbakedharvest.com/teriyaki-chicken-sub-sandwiches/","HBH"
"thai-lemongrass-chicken-braised-in-coconut-milk-","Thai Lemongrass Chicken Braised in Coconut Milk.",NA,"Unknown"
"thai-peanut-chicken-noodles-with-charred-corn-lime-watermelon-","Thai Peanut Chicken Noodles with Charred Corn + Lime Watermelon.",NA,"Unknown"
"thai-peanut-chicken-wings-with-fiery-pineapple-jalape-o-salsa-","Thai Peanut Chicken Wings with Fiery Pineapple-JalapeÃ±o Salsa.",NA,"Unknown"
"thai-peanut-soup-with-grilled-peanut-butter-croutons","THai Peanut Soup with Grilled Peanut Butter Croutons",NA,"Unknown"
"thai-pomegranate-chicken-khao-soi-noodle-soup-","Thai Pomegranate Chicken Khao Soi Noodle Soup.","https://www.halfbakedharvest.com/thai-pomegranate-chicken-khao-soi-noodle-soup/","HBH"
"thai-red-fish-curry-noodles-","Thai Red Fish Curry Noodles.",NA,"Unknown"
"thai-salmon-burgers","Thai Salmon Burgers","https://www.halfbakedharvest.com/thai-salmon-burgers/","HBH"
"thai-shrimp-curry-and-peanut-noodles","Thai Shrimp Curry and Peanut Noodles",NA,"Unknown"
"thai-steak-salad-w-sweet-spicy-tahini-dressing-and-sesame-chili-lime-cashews-","Thai Steak Salad w/Sweet + Spicy Tahini Dressing and Sesame Chili-Lime Cashews.",NA,"Unknown"
"thanksgiving-turkey-gumbo-","Thanksgiving Turkey Gumbo.","https://www.halfbakedharvest.com/thanksgiving-turkey-gumbo/","HBH"
"the-brooklyn-blackout-cake-","The Brooklyn Blackout Cake.",NA,"Unknown"
"the-cuban-mojo-pork-special-","The Cuban Mojo Pork Special.","https://www.halfbakedharvest.com/the-cuban-mojo-pork-special/","HBH"
"the-montanara-pizza-classic-fried-italian-pizza-","The Montanara Pizza (Classic Fried Italian Pizza).",NA,"Unknown"
"the-munchies-sweet-corn-ice-cream-sandwiches-w-peanut-butter-chip-cookies-","The Munchies Sweet Corn Ice Cream Sandwiches w/Peanut Butter Chip Cookies.",NA,"Unknown"
"the-tj-hooker-pizza-chipotle-bbq-and-sweet-chili-pineapple-jalape-o-pizza-with-bacon-","The TJ Hooker Pizza (Chipotle BBQ and Sweet Chili Pineapple + JalapeÃ±o Pizza with Bacon)!",NA,"Unknown"
"the-very-best-peanut-butter-cup-fudge-brownies-","The Very Best Peanut Butter Cup Fudge Brownies.",NA,"Unknown"
"tijuana-street-fries-honey-glazed-chipotle-carnitas-fries-toppings-","Tijuana Street Fries (Honey Glazed Chipotle Carnitas, Fries + Toppings).",NA,"Unknown"
"toasted-coconut-and-chocolate-chunk-roasted-banana-bread-","Toasted Coconut and Chocolate Chunk Roasted Banana Bread.",NA,"Unknown"
"toasted-coconut-caramel-chocolate-cupcakes","Toasted Coconut Caramel Chocolate Cupcakes","https://www.halfbakedharvest.com/toasted-coconut-caramel-chocolate-cupcakes/","HBH"
"toasted-coconut-caramel-peanut-butter-snickers-bars","Toasted Coconut Caramel Peanut Butter Snickers Bars","https://www.halfbakedharvest.com/toasted-coconut-caramel-peanut-butter-snickers-bars/","HBH"
"toasted-coconut-chocolate-pumpkin-spice-latte-with-chocolate-drizzle","Toasted Coconut Chocolate Pumpkin Spice Latte with Chocolate Drizzle",NA,"Unknown"
"toasted-coconut-lemon-bread-with-salted-honey-butter-","Toasted Coconut Lemon Bread with Salted Honey Butter.",NA,"Unknown"
"toasted-fluffernutters-with-cabernet-chocolate-fondue-","Toasted Fluffernutters with Cabernet Chocolate Fondue.",NA,"Unknown"
"toasted-s-more-chocolate-fudge-ice-cream-","Toasted Sâmore Chocolate Fudge Ice Cream.",NA,"Unknown"
"toasted-walnut-pesto-and-caramelized-nectarine-pizza-w-spicy-balsamic-drizzle-","Toasted Walnut Pesto and Caramelized Nectarine Pizza w/ Spicy Balsamic Drizzle.",NA,"Unknown"
"tomato-salami-and-chunky-arugula-basil-pesto-bruschetta-","Tomato, Salami and Chunky Arugula-Basil Pesto Bruschetta.","https://www.halfbakedharvest.com/tomato-salami-and-chunky-arugula-basil-pesto-bruschetta/","HBH"
"tortilla-chip-crusted-chicken-salad-with-avocado-chipotle-lime-dressing-and-queso-fresco","Tortilla Chip Crusted Chicken Salad with Avocado Chipotle Lime Dressing and Queso Fresco","https://www.halfbakedharvest.com/tortilla-chip-crusted-chicken-salad-with-avocado-chipotle-lime-dressing-and-queso-fresco/","HBH"
"tortilla-chip-crusted-oven-fried-ravioli-with-spicy-fontina-queso-fundido-","Tortilla Chip Crusted Oven-Fried Ravioli with Spicy Fontina Queso Fundido.",NA,"Unknown"
"totchos-supreme-burgers-","Totchos Supreme Burgers.","https://www.halfbakedharvest.com/totchos-supreme-burgers/","HBH"
"towering-flourless-chocolate-stout-cakes","Towering Flourless Chocolate Stout Cakes","https://www.halfbakedharvest.com/towering-flourless-chocolate-stout-cakes/","HBH"
"triple-berry-kahlua-crisp-with-double-the-crumble-","Triple Berry Kahlua Crisp with Double the Crumble.",NA,"Unknown"
"tripple-chocolate-cake-balls-and-they-are-healthy-","Tripple Chocolate Cake Ballsâ¦â¦.and they are healthy!","https://www.halfbakedharvest.com/tripple-chocolate-cake-balls-and-they-are-healthy/","HBH"
"tripple-chocolate-truffle-cheesecake-cookies-","Tripple Chocolate Truffle Cheesecake Cookies.",NA,"Unknown"
"turkish-fried-eggs-in-herbed-yogurt-","Turkish Fried Eggs in Herbed Yogurt.","https://www.halfbakedharvest.com/turkish-fried-eggs-in-herbed-yogurt/","HBH"
"vanilla-almond-matcha-and-chocolate-lava-shake-","Vanilla Almond Matcha and Chocolate Lava ""Shake"".",NA,"Unknown"
"vanilla-bean-coconut-quinoa-pudding-with-honey-drizzled-raspberries-","Vanilla Bean Coconut Quinoa Pudding with Honey Drizzled Raspberries.",NA,"Unknown"
"vanilla-bourbon-cherry-blueberry-pie-","Vanilla Bourbon Cherry-Blueberry Pie.","https://www.halfbakedharvest.com/vanilla-bourbon-cherry-blueberry-pie/","HBH"
"vanilla-chia-and-earl-grey-chocolate-banana-muffins-","Vanilla Chia and Earl Grey Chocolate Banana Muffins.",NA,"Unknown"
"vanilla-cream-filled-cabernet-hot-chocolate-snowball-doughnuts-","Vanilla Cream Filled Cabernet Hot Chocolate Snowball Doughnuts.","https://www.halfbakedharvest.com/vanilla-cream-filled-cabernet-hot-chocolate-snowball-doughnuts/","HBH"
"vegan-blt-minus-that-egg-with-chipotle-tahini-mayo-","Vegan BLT (...minus that egg) with Chipotle Tahini ""Mayo"".","https://www.halfbakedharvest.com/vegan-blt-minus-that-egg-with-chipotle-tahini-mayo/","HBH"
"vegan-chocolate-cake-with-creamy-chocolate-almond-butter-buttercream-","Vegan Chocolate Cake with Creamy Chocolate Almond Butter ""Buttercream"".",NA,"Unknown"
"vegan-chocolate-fudge-popsicles-","Vegan Chocolate Fudge Popsicles.","https://www.halfbakedharvest.com/vegan-chocolate-fudge-popsicles/","HBH"
"vegan-deconstructed-boozy-mocha-drenched-grilled-banana-coconut-cream-pies-","Vegan Deconstructed Boozy Mocha Drenched Grilled Banana Coconut Cream Pies.","https://www.halfbakedharvest.com/vegan-deconstructed-boozy-mocha-drenched-grilled-banana-coconut-cream-pies/","HBH"
"vegan-gooey-chocolate-doughnuts","Vegan Gooey Chocolate Doughnuts",NA,"Unknown"
"vegetable-potstickers-","Vegetable Potstickers!",NA,"Unknown"
"veggie-noodle-bowl-with-grilled-steak","Veggie Noodle Bowl with Grilled Steak",NA,"Unknown"
"veggie-spring-rolls-with-thai-mango-dipping-sauce-","Veggie Spring Rolls with Thai Mango Dipping Sauce.",NA,"Unknown"
"very-berry-cheesecake-ice-cream-pavlova-jars-","Very Berry Cheesecake Ice Cream Pavlova Jars.",NA,"Unknown"
"very-berry-dream-salad-with-chili-mango-and-peanut-vinaigrette-","Very Berry Dream Salad with Chili Mango and Peanut Vinaigrette.","https://www.halfbakedharvest.com/very-berry-dream-salad-with-chili-mango-and-peanut-vinaigrette/","HBH"
"vietnamese-lemongrass-beef-and-spaghetti-squash-noodle-bowls-with-peanut-sauce-","Vietnamese Lemongrass Beef and Spaghetti Squash Noodle Bowls with Peanut Sauce.",NA,"Unknown"
"vietnamese-meatball-lettuce-wraps-with-mango-salad-cilantro-basil-cashew-sauce-","Vietnamese Meatball Lettuce Wraps with Mango Salad + Cilantro-Basil Cashew Sauce.",NA,"Unknown"
"vietnamese-shaken-beef-bowl-","Vietnamese Shaken Beef Bowl.",NA,"Unknown"
"vietnamese-short-rib-pho-french-dip-banh-mi-with-thai-basil-chimichurri-","Vietnamese Short Rib Pho French Dip Banh Mi with Thai Basil Chimichurri.",NA,"Unknown"
"warm-toasted-caramel-coconut-gooey-chocolate-crunch-bars-","Warm Toasted ""Caramel"" Coconut Gooey Chocolate Crunch Bars.","https://www.halfbakedharvest.com/warm-toasted-caramel-coconut-gooey-chocolate-crunch-bars/","HBH"
"whipped-feta-and-roasted-jalape-o-greek-pizza","Whipped Feta and Roasted JalapeÃ±o Greek Pizza",NA,"Unknown"
"whole-wheat-30-minute-mini-cinnamon-buns-healthy-","Whole Wheat 30 Minute Mini Cinnamon Buns (healthy)",NA,"Unknown"
"whole-wheat-belgian-chocolate-chip-waffles-with-coconut-caramelized-bananas-","Whole Wheat Belgian Chocolate Chip Waffles with Coconut Caramelized Bananas.",NA,"Unknown"
"whole-wheat-chocolate-chip-banana-bread-pancakes-with-vanilla-coconut-glaze","Whole Wheat Chocolate Chip Banana Bread Pancakes with Vanilla Coconut Glaze",NA,"Unknown"
"whole-wheat-english-muffins-with-strawberry-peanut-butter-nutella-butters-","Whole Wheat English Muffins with Strawberry, Peanut Butter, Nutella Butters.","https://www.halfbakedharvest.com/whole-wheat-english-muffins-with-strawberry-peanut-butter-nutella-butters/","HBH"
"wholemeal-maple-pecan-buns-","Wholemeal Maple Pecan Buns.","https://www.halfbakedharvest.com/wholemeal-maple-pecan-buns/","HBH"
"winter-beet-and-pomegranate-salad-with-maple-candied-pecans-balsamic-citrus-dressing-","Winter Beet and Pomegranate Salad with Maple Candied Pecans + Balsamic Citrus Dressing.","https://www.halfbakedharvest.com/winter-beet-and-pomegranate-salad-with-maple-candied-pecans-balsamic-citrus-dressing/","HBH"
"winter-squash-carbonara-with-broccoli-rabe-and-sage-","Winter Squash Carbonara with Broccoli Rabe and Sage.","https://www.halfbakedharvest.com/winter-squash-carbonara-with-broccoli-rabe-and-sage/","HBH"
"zesty-grilled-shrimp-tacos-with-south-of-the-border-corn-and-cotija-salsa-","Zesty Grilled Shrimp Tacos with South of the Border Corn and Cotija Salsa.","https://www.halfbakedharvest.com/zesty-grilled-shrimp-tacos-with-south-of-the-border-corn-and-cotija-salsa/","HBH"
"zucchini-and-roasted-sweet-corn-provolone-phyllo-pizza-with-truffle-oil-","Zucchini and Roasted Sweet Corn Provolone Phyllo Pizza with Truffle Oil.","https://www.halfbakedharvest.com/zucchini-and-roasted-sweet-corn-provolone-phyllo-pizza-with-truffle-oil/","HBH"
"birria-braised-meat-framework","Birria Braised Meat Framework","https://www.cookwell.com/recipe/birria-braised-meat-framework","Cookwell"
"boozy-shallot-mashed-potatoes","Boozy Shallot Mashed Potatoes","https://www.cookwell.com/recipe/boozy-shallot-mashed-potatoes","Cookwell"
"braised-beef-tacos","Braised Beef Tacos","https://www.cookwell.com/recipe/braised-beef-tacos","Cookwell"
"butter-chicken-snack-wrap","Butter Chicken Snack Wrap",NA,"Unknown"
"chicken-ginger-stir-fry","Chicken & Ginger Stir Fry",NA,"Unknown"
"chicken-sausage-gumbo","Chicken & Sausage Gumbo",NA,"Unknown"
"chicken-spiedies-hoagie","Chicken Spiedies Hoagie","https://www.cookwell.com/recipe/chicken-spiedies-hoagie","Cookwell"
"chicken-with-rosemary-garlic-pan-sauce","Chicken with Rosemary Garlic Pan Sauce","https://www.cookwell.com/recipe/chicken-with-rosemary-garlic-pan-sauce","Cookwell"
"chipotle-s-pollo-asado-burrito","Chipotle’s Pollo Asado Burrito","https://www.cookwell.com/recipe/chipotle-s-pollo-asado-burrito","Cookwell"
"chipotle-shrimp-tacos","Chipotle Shrimp Tacos","https://www.cookwell.com/recipe/chipotle-shrimp-tacos","Cookwell"
"christmas-crinkle-cookies","Christmas Crinkle Cookies",NA,"Unknown"
"crispy-oven-fries","Crispy oven fries","https://www.cookwell.com/recipe/crispy-oven-fries","Cookwell"
"crispy-tofu-salad-with-miso-ginger-mustard-dressing","Crispy Tofu Salad with Miso Ginger Mustard Dressing","https://www.cookwell.com/recipe/crispy-tofu-salad-with-miso-ginger-mustard-dressing","Cookwell"
"cured-egg-yolks","Cured Egg Yolks","https://www.cookwell.com/recipe/cured-egg-yolks","Cookwell"
"detroit-style-pan-pizza","Detroit Style Pan Pizza","https://www.cookwell.com/recipe/detroit-style-pan-pizza","Cookwell"
"esquites-framework","Esquites Framework","https://www.cookwell.com/recipe/esquites-framework","Cookwell"
"filipino-adobo-braise","Filipino Adobo Braise","https://www.cookwell.com/recipe/filipino-adobo-braise","Cookwell"
"fish-en-papillote","Fish en Papillote","https://www.cookwell.com/recipe/fish-en-papillote","Cookwell"
"focaccia","Focaccia","https://www.cookwell.com/recipe/focaccia","Cookwell"
"four-ingredient-flour-tortillas","Four Ingredient Flour Tortillas","https://www.cookwell.com/recipe/four-ingredient-flour-tortillas","Cookwell"
"home-friendly-general-tso-s-air-fried-or-deep-fried-","Home Friendly General Tso's (Air Fried or Deep Fried)","https://www.cookwell.com/recipe/home-friendly-general-tso-s-air-fried-or-deep-fried","Cookwell"
"homemade-chorizo-choripan-sandwich","Homemade Chorizo Choripan Sandwich","https://www.cookwell.com/recipe/homemade-chorizo-choripan-sandwich","Cookwell"
"homemade-cured-bacon","Homemade Cured Bacon","https://www.cookwell.com/recipe/homemade-cured-bacon","Cookwell"
"honey-lemon-goat-cheese-brussel-sprout-salad","Honey Lemon Goat Cheese Brussel Sprout Salad","https://www.cookwell.com/recipe/honey-lemon-goat-cheese-brussel-sprout-salad","Cookwell"
"italian-chicken-pasta-salad","Italian Chicken Pasta Salad","https://www.cookwell.com/recipe/italian-chicken-pasta-salad","Cookwell"
"jalapeno-chopped-cheese-w-lime-crema","Jalapeno Chopped Cheese w/ Lime Crema","https://www.cookwell.com/recipe/jalapeno-chopped-cheese-w-lime-crema","Cookwell"
"kalbi-short-ribs","Kalbi Short Ribs","https://www.cookwell.com/recipe/kalbi-short-ribs","Cookwell"
"marcella-hazan-s-3-ingredient-tomato-sauce","Marcella Hazan's 3 Ingredient Tomato Sauce","https://www.cookwell.com/recipe/marcella-hazan-s-3-ingredient-tomato-sauce","Cookwell"
"mediterranean-bento-box-lunch","Mediterranean Bento Box Lunch","https://www.cookwell.com/recipe/mediterranean-bento-box-lunch","Cookwell"
"new-york-style-bagels","New York Style Bagels","https://www.cookwell.com/recipe/new-york-style-bagels","Cookwell"
"one-pot-chicken-mozzarella-roasted-pepper-pasta","One-Pot Chicken, Mozzarella, & Roasted Pepper Pasta",NA,"Unknown"
"pan-pizza","Pan Pizza","https://www.cookwell.com/recipe/pan-pizza","Cookwell"
"panzanella-italian-bread-salad-","Panzanella (Italian Bread Salad)","https://www.cookwell.com/recipe/panzanella-italian-bread-salad","Cookwell"
"pasta-alla-checca","Pasta Alla Checca","https://www.cookwell.com/recipe/pasta-alla-checca","Cookwell"
"pico-de-gallo","Pico de Gallo","https://www.cookwell.com/recipe/pico-de-gallo","Cookwell"
"poblano-con-queso-taco","Poblano con Queso Taco","https://www.cookwell.com/recipe/poblano-con-queso-taco","Cookwell"
"restaurant-style-chicken-fried-rice","Restaurant Style Chicken Fried Rice","https://www.cookwell.com/recipe/restaurant-style-chicken-fried-rice","Cookwell"
"sausage-cream-pasta","Sausage & Cream Pasta",NA,"Unknown"
"sausage-gravy-biscuits","Sausage Gravy & Biscuits",NA,"Unknown"
"smashed-italian-sausage-hoagie","Smashed Italian Sausage Hoagie","https://www.cookwell.com/recipe/smashed-italian-sausage-hoagie","Cookwell"
"spicy-chicken-hoagie","Spicy Chicken Hoagie","https://www.cookwell.com/recipe/spicy-chicken-hoagie","Cookwell"
"spicy-thai-meatballs","Spicy Thai Meatballs","https://www.cookwell.com/recipe/spicy-thai-meatballs","Cookwell"
"steak-stroganoff","Steak Stroganoff","https://www.cookwell.com/recipe/steak-stroganoff","Cookwell"
"teriyaki-sauce-framework","Teriyaki Sauce Framework","https://www.cookwell.com/recipe/teriyaki-sauce-framework","Cookwell"
"the-pad-see-ew-blueprint","The Pad See Ew Blueprint","https://www.cookwell.com/recipe/the-pad-see-ew-blueprint","Cookwell"
"the-pancake-blueprint","The pancake blueprint","https://www.cookwell.com/recipe/the-pancake-blueprint","Cookwell"
"tom-kha-soup","Tom Kha Soup","https://www.cookwell.com/recipe/tom-kha-soup","Cookwell"
"tomato-egg-stir-fry","Tomato & Egg Stir Fry",NA,"Unknown"
"triple-garlic-rice","Triple Garlic Rice","https://www.cookwell.com/recipe/triple-garlic-rice","Cookwell"
"two-ingredient-gnocchi-browned-butter-sauce","Two Ingredient Gnocchi & Browned Butter Sauce",NA,"Unknown"
"15-minute-triple-smash-burger-with-bacon","15 Minute Triple Smash Burger with Bacon","https://www.cookwell.com/recipe/15-minute-triple-smash-burger-with-bacon","Cookwell"
"18-minute-burrito","18 Minute Burrito","https://www.cookwell.com/recipe/18-minute-burrito","Cookwell"
"20-min-chicken-shawarma-wrap","20-Min Chicken Shawarma Wrap","https://www.cookwell.com/recipe/20-min-chicken-shawarma-wrap","Cookwell"
"22-minute-katsu-sandwich","22 Minute Katsu Sandwich","https://www.cookwell.com/recipe/22-minute-katsu-sandwich","Cookwell"
"23-minute-chicken-strips","23 Minute Chicken Strips","https://www.cookwell.com/recipe/23-minute-chicken-strips","Cookwell"
"35-min-chicken-biryani","35 Min Chicken Biryani",NA,"Unknown"
"5-minute-muhammara-dip","5 Minute Muhammara Dip",NA,"Unknown"
"500-calorie-burger","500 Calorie Burger","https://www.cookwell.com/recipe/500-calorie-burger","Cookwell"
"aglio-e-olio","Aglio e Olio","https://www.cookwell.com/recipe/aglio-e-olio","Cookwell"
"alambre","Alambre","https://www.cookwell.com/recipe/alambre","Cookwell"
"all-purpose-noodle-stir-fry-sauce","All-Purpose Noodle Stir Fry Sauce","https://www.cookwell.com/recipe/all-purpose-noodle-stir-fry-sauce","Cookwell"
"aloo-gobi","Aloo Gobi","https://www.cookwell.com/recipe/aloo-gobi","Cookwell"
"anything-you-have-frittata","Anything You Have Frittata","https://www.cookwell.com/recipe/anything-you-have-frittata","Cookwell"
"baba-ganoush","Baba Ganoush","https://www.cookwell.com/recipe/baba-ganoush","Cookwell"
"bacon-egg-and-cheese-bagel","Bacon Egg and Cheese Bagel","https://www.cookwell.com/recipe/bacon-egg-and-cheese-bagel","Cookwell"
"baladi-salad-beef-kebab-rice-plate","Baladi Salad & Beef Kebab Rice Plate",NA,"Unknown"
"basic-risotto-with-parmesan","Basic Risotto with Parmesan","https://www.cookwell.com/recipe/basic-risotto-with-parmesan","Cookwell"
"bean-cheese-tostada","Bean & Cheese Tostada",NA,"Unknown"
"beef-rendang","Beef Rendang","https://www.cookwell.com/recipe/beef-rendang","Cookwell"
"beefy-hummus-taco","Beefy Hummus Taco","https://www.cookwell.com/recipe/beefy-hummus-taco","Cookwell"
"beer-battered-fish-sandwich","Beer Battered Fish Sandwich","https://www.cookwell.com/recipe/beer-battered-fish-sandwich","Cookwell"
"beer-vodka-batter-chicken-nuggets","Beer & Vodka Batter Chicken Nuggets",NA,"Unknown"
"belish-pagach-","Belish (Pagach)","https://www.cookwell.com/recipe/belish-pagach","Cookwell"
"biang-biang-noodles","Biang Biang Noodles","https://www.cookwell.com/recipe/biang-biang-noodles","Cookwell"
"bibimbap","Bibimbap","https://www.cookwell.com/recipe/bibimbap","Cookwell"
"bison-chopped-cheese-w-peppers","Bison Chopped Cheese w/ Peppers","https://www.cookwell.com/recipe/bison-chopped-cheese-w-peppers","Cookwell"
"black-bean-smash-burger","Black Bean Smash Burger","https://www.cookwell.com/recipe/black-bean-smash-burger","Cookwell"
"black-pepper-crust-chicken-sandwich","Black Pepper Crust Chicken & Sandwich",NA,"Unknown"
"blackened-chicken-with-green-goddess-dressing","Blackened Chicken with Green Goddess Dressing","https://www.cookwell.com/recipe/blackened-chicken-with-green-goddess-dressing","Cookwell"
"blackened-chicken-wrap","Blackened Chicken Wrap","https://www.cookwell.com/recipe/blackened-chicken-wrap","Cookwell"
"braised-beef-frito-pie","Braised Beef Frito Pie","https://www.cookwell.com/recipe/braised-beef-frito-pie","Cookwell"
"breakfast-smash-burger","Breakfast Smash Burger","https://www.cookwell.com/recipe/breakfast-smash-burger","Cookwell"
"brioche-burger-buns","Brioche Burger Buns","https://www.cookwell.com/recipe/brioche-burger-buns","Cookwell"
"cacio-e-pepe-the-foolproof-way-","Cacio e Pepe (The Foolproof Way)",NA,"Unknown"
"caesar-salad","Caesar Salad","https://www.cookwell.com/recipe/caesar-salad","Cookwell"
"cantonese-black-pepper-beef","Cantonese Black Pepper Beef","https://www.cookwell.com/recipe/cantonese-black-pepper-beef","Cookwell"
"carbonnade-flamande","Carbonnade Flamande","https://www.cookwell.com/recipe/carbonnade-flamande","Cookwell"
"carne-guisada","Carne Guisada","https://www.cookwell.com/recipe/carne-guisada","Cookwell"
"chapli-kebab","Chapli Kebab","https://www.cookwell.com/recipe/chapli-kebab","Cookwell"
"cheesy-chicken-flatbread","Cheesy Chicken Flatbread",NA,"Unknown"
"cheesy-chorizo-breakfast-burrito","Cheesy Chorizo Breakfast Burrito","https://www.cookwell.com/recipe/cheesy-chorizo-breakfast-burrito","Cookwell"
"cheesy-garlicky-roasted-broccoli","Cheesy & Garlicky Roasted Broccoli",NA,"Unknown"
"cheesy-gordita-crunch","Cheesy Gordita Crunch","https://www.cookwell.com/recipe/cheesy-gordita-crunch","Cookwell"
"chick-fil-a-style-grilled-chicken-deluxe-sandwich","Chick-Fil-A Style Grilled Chicken Deluxe Sandwich","https://www.cookwell.com/recipe/chick-fil-a-style-grilled-chicken-deluxe-sandwich","Cookwell"
"chick-fil-a-waffle-fries","Chick-Fil-A Waffle Fries","https://www.cookwell.com/recipe/chick-fil-a-waffle-fries","Cookwell"
"chicken-chilaquiles-verdes","Chicken Chilaquiles Verdes","https://www.cookwell.com/recipe/chicken-chilaquiles-verdes","Cookwell"
"chicken-cutlets","Chicken Cutlets","https://www.cookwell.com/recipe/chicken-cutlets","Cookwell"
"chicken-hummus-wrap","Chicken Hummus Wrap","https://www.cookwell.com/recipe/chicken-hummus-wrap","Cookwell"
"chicken-kati-rolls","Chicken Kati Rolls","https://www.cookwell.com/recipe/chicken-kati-rolls","Cookwell"
"chicken-milanesa-torta","Chicken Milanesa Torta","https://www.cookwell.com/recipe/chicken-milanesa-torta","Cookwell"
"chicken-pad-see-ew","Chicken Pad See Ew","https://www.cookwell.com/recipe/chicken-pad-see-ew","Cookwell"
"chicken-parmesan","Chicken Parmesan","https://www.halfbakedharvest.com/chicken-parmesan/","HBH"
"chicken-salad-framework","Chicken Salad Framework","https://www.cookwell.com/recipe/chicken-salad-framework","Cookwell"
"chicken-satay","Chicken Satay","https://www.cookwell.com/recipe/chicken-satay","Cookwell"
"chicken-sausage-scarpariello","Chicken & Sausage Scarpariello",NA,"Unknown"
"chicken-shoyu-ramen","Chicken Shoyu Ramen","https://www.cookwell.com/recipe/chicken-shoyu-ramen","Cookwell"
"chicken-tinga-quesadilla","Chicken Tinga Quesadilla","https://www.cookwell.com/recipe/chicken-tinga-quesadilla","Cookwell"
"chilaquiles","Chilaquiles","https://www.cookwell.com/recipe/chilaquiles","Cookwell"
"chile-braised-venison-bowl","Chile Braised Venison Bowl",NA,"Unknown"
"chili-oil-beef-noodles","Chili Oil Beef Noodles","https://www.cookwell.com/recipe/chili-oil-beef-noodles","Cookwell"
"chimichurri-sandwich","Chimichurri Sandwich","https://www.cookwell.com/recipe/chimichurri-sandwich","Cookwell"
"chimichurri","Chimichurri","https://www.cookwell.com/recipe/chimichurri","Cookwell"
"chinese-takeout-style-chicken-fried-rice","Chinese Takeout Style Chicken Fried Rice","https://www.cookwell.com/recipe/chinese-takeout-style-chicken-fried-rice","Cookwell"
"chipotle-chicken-snack-wrap","Chipotle Chicken Snack Wrap",NA,"Unknown"
"cilantro-avocado-pasta-chicken-salad","Cilantro Avocado Pasta & Chicken Salad",NA,"Unknown"
"classic-eggs-benedict","Classic Eggs Benedict","https://www.cookwell.com/recipe/classic-eggs-benedict","Cookwell"
"classic-french-omelette","Classic French Omelette","https://www.cookwell.com/recipe/classic-french-omelette","Cookwell"
"colombian-style-shredded-chicken-arepa","Colombian Style Shredded Chicken Arepa","https://www.cookwell.com/recipe/colombian-style-shredded-chicken-arepa","Cookwell"
"congee-with-crispy-chili-pork","Congee with Crispy Chili Pork","https://www.cookwell.com/recipe/congee-with-crispy-chili-pork","Cookwell"
"costra-tacos","Costra Tacos","https://www.cookwell.com/recipe/costra-tacos","Cookwell"
"cream-cheese-bacon-tomato-breakfast-sandwich","Cream Cheese, Bacon, & Tomato Breakfast Sandwich",NA,"Unknown"
"creamy-buffalo-sauce","Creamy Buffalo Sauce","https://www.cookwell.com/recipe/creamy-buffalo-sauce","Cookwell"
"crispy-bacon-scallion-potato-pancakes","Crispy Bacon & Scallion Potato Pancakes",NA,"Unknown"
"crispy-ish-sweet-potato-fries","Crispy-ish Sweet Potato Fries","https://www.cookwell.com/recipe/crispy-ish-sweet-potato-fries","Cookwell"
"crispy-oven-roasted-buffalo-chicken","Crispy Oven Roasted Buffalo Chicken","https://www.cookwell.com/recipe/crispy-oven-roasted-buffalo-chicken","Cookwell"
"crispy-pork-belly","Crispy Pork Belly","https://www.cookwell.com/recipe/crispy-pork-belly","Cookwell"
"croque-madame","Croque Madame","https://www.cookwell.com/recipe/croque-madame","Cookwell"
"cubano-sandwich-framework","Cubano Sandwich Framework","https://www.cookwell.com/recipe/cubano-sandwich-framework","Cookwell"
"cumin-beef-hummus-pita","Cumin Beef & Hummus Pita",NA,"Unknown"
"cumin-garlic-pinto-beans","Cumin Garlic Pinto Beans","https://www.cookwell.com/recipe/cumin-garlic-pinto-beans","Cookwell"
"cumin-lamb-burger","Cumin Lamb Burger","https://www.cookwell.com/recipe/cumin-lamb-burger","Cookwell"
"curry-fried-chicken-sandwich","Curry Fried Chicken Sandwich","https://www.cookwell.com/recipe/curry-fried-chicken-sandwich","Cookwell"
"d-ner-kebab","Döner Kebab",NA,"Unknown"
"deli-style-pasta-salad","Deli Style Pasta Salad","https://www.cookwell.com/recipe/deli-style-pasta-salad","Cookwell"
"dinner-rolls-gram-s-buns-","Dinner Rolls (Gram's Buns)","https://www.cookwell.com/recipe/dinner-rolls-gram-s-buns","Cookwell"
"dirty-rice","Dirty Rice","https://www.cookwell.com/recipe/dirty-rice","Cookwell"
